netpbm 10.73.43-2
netstandard-targeting-pack 7.0.13.sdk113-1
nettle 3.9.1-1
network-manager-applet 1.34.0-1
networkmanager 1.44.2-3
networkmanager-openvpn 1.10.2-3
nftables 1:1.0.9-1
ninja 1.11.1-3
nlohmann-json 3.11.2-2
nm-connection-editor 1.34.0-1
nmap 7.94-2
node-gyp 10.0.1-1
nodejs 21.1.0-1
nodejs-nopt 7.2.0-1
noto-fonts-cjk 20230817-1
noto-fonts-emoji 20220920-1
npm 10.2.3-2
npth 1.6-4
nspr 4.35-1
nss 3.94-1
numactl 2.0.16-1
nvm 0.39.5-1
obs-studio-git 30.0.0.rc1-1
ocl-icd 2.3.2-1
onetbb 2021.10.0-1
onevpl 2023.3.1-1
oniguruma 6.9.9-1
openal 1.23.1-1
opencc 1.1.7-1
opencl-headers 2:2023.04.17-2
opencore-amr 0.1.6-1
opencv 4.8.1-3
openexr 3.2.1-1
openjpeg2 2.5.0-3
openmp 16.0.6-1
openmpi 4.1.5-5
openpmix 4.2.6-1
openssh 9.5p1-1
openssl 3.1.4-1
openssl-1.1 1.1.1.w-1
opentabletdriver 0.6.3.0-3
openvpn 2.6.7-1
opus 1.4-1
opusfile 0.12-3
orc 0.4.34-1
ostree 2023.7-1
osu 20231106-1
otf-aurulent-nerd 3.0.2-1
otf-codenewroman-nerd 3.0.2-1
otf-comicshanns-nerd 3.0.2-1
otf-droid-nerd 3.0.2-1
otf-firamono-nerd 3.0.2-1
otf-hasklig-nerd 3.0.2-1
otf-hermit-nerd 3.0.2-1
otf-opendyslexic-nerd 3.0.2-1
otf-overpass-nerd 3.0.2-1
p11-kit 0.25.2-1
p7zip 1:17.05-2
pacman 6.0.2-8
pacman-contrib 1.9.1-1
pacman-mirrorlist 20231001-1
pahole 1:1.25-4
pam 1.5.3-3
pambase 20230918-1
pamixer 1.6-2
pango 1:1.51.1-1
pangomm 2.46.3-1
parted 3.6-1
passim 0.1.4-1
patch 2.7.6-10
pavucontrol 1:5.0+r64+geba9ca6-1
pciutils 3.10.0-1
pcre 8.45-4
pcre2 10.42-2
pcsclite 2.0.0-1
peg 0.1.18-2
perl 5.38.0-1
perl-clone 0.46-2
perl-encode-locale 1.05-11
perl-error 0.17029-5
perl-file-listing 6.16-2
perl-html-parser 3.81-2
perl-html-tagset 3.20-14
perl-http-cookiejar 0.014-1
perl-http-cookies 6.10-4
perl-http-daemon 6.16-2
perl-http-date 6.06-1
perl-http-message 6.45-1
perl-http-negotiate 6.01-12
perl-io-html 1.004-4
perl-libwww 6.72-1
perl-lwp-mediatypes 6.04-4
perl-mailtools 2.21-7
perl-net-http 6.23-2
perl-timedate 2.33-5
perl-try-tiny 0.31-3
perl-uri 5.21-1
perl-www-robotrules 6.02-12
perl-xml-parser 2.46-5
phonon-qt5 4.12.0-3
phonon-qt5-gstreamer 4.10.0-4
pinentry 1.2.1-3
pipewire 1:0.3.84-1
pipewire-alsa 1:0.3.84-1
pipewire-audio 1:0.3.84-1
pipewire-jack 1:0.3.84-1
pipewire-pulse 1:0.3.84-1
pixman 0.42.2-1
pkcs11-helper 1.29.0-2
pkgconf 1.8.1-1
playerctl 2.4.1-3
polkit 123-1
polkit-gnome 0.105-10
polkit-qt5 0.175.0-1
poppler 23.10.0-1
poppler-data 0.4.12-1
poppler-glib 23.10.0-1
poppler-qt5 23.10.0-1
popt 1.19-1
portaudio 1:19.7.0-2
portmidi 1:2.0.4-1
powertop 2.15-1
procps-ng 4.0.4-2
profile-sync-daemon 1:6.50-1
protobuf 25.0-1
protobuf-c 1.4.1-5
psmisc 23.6-1
pugixml 1.14-1
pybind11 2.11.1-1
pyenv 1:2.3.31-1
python 3.11.5-2
python-absl 2.0.0-1
python-annotated-types 0.6.0-1
python-anyio 3.7.1-1
python-argcomplete 2.0.0-2
python-argon2-cffi-bindings 21.2.0-4
python-argon2_cffi 23.1.0-1
python-asttokens 2.4.1-1
python-async-lru 2.0.4-1
python-atspi 2.46.0-2
python-attrs 22.2.0-3
python-autocommand 2.2.2-4
python-babel 2.12.1-1
python-backcall 0.2.0-8
python-beautifulsoup4 4.12.2-1
python-bleach 6.1.0-1
python-cairo 1.25.1-1
python-certifi 2023.07.22-1
python-cffi 1.16.0-1
python-chardet 5.2.0-1
python-charset-normalizer 3.3.2-1
python-click 8.1.7-1
python-colorama 0.4.6-2
python-comm 0.2.0-1
python-contourpy 1.2.0-1
python-cryptography 41.0.5-1
python-cycler 0.12.1-1
python-dateutil 2.8.2-5
python-decorator 5.1.1-3
python-defusedxml 0.7.1-5
python-distro 1.8.0-3
python-docutils 1:0.20.1-1
python-evdev 1.6.1-2
python-executing 2.0.0-1
python-fastjsonschema 2.18.1-1
python-filelock 3.12.4-1
python-fonttools 4.44.0-1
python-future 0.18.3-2
python-gbinder 1.1.2-1
python-gmpy2 2.1.5-2
python-gobject 3.46.0-1
python-httplib2 0.22.0-4
python-idna 3.4-3
python-importlib-metadata 5.0.0-5
python-inflect 7.0.0-2
python-ipykernel 6.26.0-1
python-jaraco.context 4.3.0-3
python-jaraco.functools 3.9.0-1
python-jaraco.text 3.11.1-3
python-jedi 0.19.1-1
python-jinja 1:3.1.2-4
python-json-logger 2.0.7-2
python-json5 0.9.14-1
python-jsonschema 4.19.2-1
python-jsonschema-specifications 2023.7.1-1
python-jupyter-client 8.6.0-1
python-jupyter-core 5.5.0-1
python-jupyter-events 0.9.0-1
python-jupyterlab-server 2.25.0-1
python-kiwisolver 1.4.5-1
python-lxml 4.9.2-3
python-mako 1.2.4-3
python-markdown 3.5.1-1
python-markdown-it-py 3.0.0-1
python-markupsafe 2.1.3-1
python-matplotlib 3.8.1-1
python-matplotlib-inline 0.1.6-4
python-mdurl 0.1.2-4
python-mediapipe 0.10.7-1
python-mistune 1:2.0.5-1
python-moddb 0.10.0-1
python-more-itertools 10.1.0-1
python-mpmath 1.3.0-2
python-nautilus 4.0-2
python-nest-asyncio 1.5.8-1
python-networkx 3.2.1-1
python-numpy 1.26.1-1
python-opencv 4.8.1-3
python-ordered-set 4.1.0-4
python-overrides 7.4.0-1
python-packaging 23.1-1
python-pam 2.0.2-2
python-pandas 1.5.3-3
python-pandocfilters 1.5.0-3
python-parso 1:0.8.3-2
python-pexpect 4.8.0-7
python-pickleshare 0.7.5-9
python-pillow 10.1.0-2
python-pip 23.3.1-1
python-pipx 1.2.1-1
python-platformdirs 3.11.0-1
python-ply 3.11-12
python-pooch 1.8.0-1
python-prometheus_client 0.18.0-1
python-prompt_toolkit 3.0.39-1
python-protobuf 25.0-1
python-psutil 5.9.6-1
python-ptyprocess 0.7.0-5
python-pure-eval 0.2.2-3
python-pycparser 2.21-5
python-pydantic 2.4.2-1
python-pydantic-core 1:2.10.1-1
python-pygame 2.4.0-1
python-pygments 2.16.1-1
python-pyparsing 3.1.1-1
python-pyrate-limiter 3.1.0-1
python-pyrsistent 0.19.3-3
python-pytz 2023.3.post1-1
python-pyxdg 0.28-2
python-pyzmq 25.1.1-1
python-referencing 0.30.2-1
python-requests 2.31.0-1
python-rich 13.6.0-1
python-rpds-py 0.10.6-1
python-ruamel-yaml 0.17.40-1
python-ruamel.yaml.clib 0.2.7-2
python-scipy 1.11.3-1
python-send2trash 1.8.2-1
python-setproctitle 1.3.3-1
python-setuptools 1:68.0.0-1
python-six 1.16.0-8
python-smartypants 2.0.1-10
python-sniffio 1.3.0-3
python-soupsieve 2.5-1
python-stack-data 0.6.3-1
python-sympy 1.12-1
python-testpath 0.6.0-2
python-tinycss2 1.2.1-2
python-toml 0.10.2-9
python-tomli 2.0.1-3
python-toolz 0.12.0-3
python-tornado 6.3.0-1
python-tqdm 4.66.1-2
python-traitlets 5.13.0-1
python-trove-classifiers 2023.10.18-1
python-typing_extensions 4.8.0-1
python-typogrify 2.0.7-14
python-uc-micro-py 1.0.2-1
python-urllib3 1.26.15-1
python-urwid 2.2.3-1
python-userpath 1.9.1-1
python-validate-pyproject 0.13-1
python-wcwidth 0.2.9-1
python-webencodings 0.5.1-10
python-websocket-client 1.6.4-1
python-wheel 0.40.0-3
python-yaml 6.0.1-2
python-zipp 3.17.0-1
python2 2.7.18-8
python2-cairo 1.19.1-2
python2-gobject2 2.28.7-7
python2-numpy 1.16.6-3
python2-setuptools 2:44.1.1-2
python310 3.10.13-1
qca-qt5 2.3.7-2
qhull 2020.2-4
qoi-headers-git r321.9c487be-1
qpdf 11.6.3-1
qrcodegencpp-cmake 1:1.8.0-3
qrencode 4.1.1-2
qt5-base 5.15.11+kde+r138-1
qt5-declarative 5.15.11+kde+r31-1
qt5-graphicaleffects 5.15.11-1
qt5-location 5.15.11+kde+r5-1
qt5-multimedia 5.15.11+kde+r2-1
qt5-quickcontrols2 5.15.11+kde+r5-1
qt5-speech 5.15.11+kde+r1-1
qt5-svg 5.15.11+kde+r6-1
qt5-tools 5.15.11+kde+r3-1
qt5-translations 5.15.11-1
qt5-wayland 5.15.11+kde+r60-1
qt5-webchannel 5.15.11+kde+r3-1
qt5-webengine 5.15.15-2
qt5-x11extras 5.15.11-1
qt6-base 6.6.0-3
qt6-declarative 6.6.0-1
qt6-svg 6.6.0-2
qt6-translations 6.6.0-1
qt6-wayland 6.6.0-1
qtractor 0.9.36-1
raptor 2.0.16-3
rasqal 1:0.9.33-6
rav1e 0.6.6-3
re2 1:20231101-1
readline 8.2.001-2
redland 1:1.0.17-8
rhash 1.4.4-1
rnnoise 0.4.1-1
rofi-lbonn-wayland 1.7.5+wayland1-1
rsync 3.2.7-6
rtkit 0.13-2
rtmpdump 1:2.4.r99.f1b83c1-2
rubberband 3.3.0-1
rustup 1.26.0-4
s-tui 1.1.4-6
samba 4.19.2-1
sane 1.2.1-5
sassc 3.6.2-4
sbc 2.0-1
scdoc 1.11.2-5
scrcpy 2.1.1-1
sdbus-cpp 1.3.0-1
sddm-git 0.20.0.10.ga8e40c5-1
sddm-sugar-candy-git r53.2b72ef6-1
sdl2 2.28.5-1
sdl2_image 2.6.3-1
sdl2_mixer 2.6.3-2
sdl2_ttf 2.20.2-1
seatd 0.8.0-1
sed 4.9-3
semver 7.5.4-1
serd 0.32.0-1
shaderc 2023.4-2
shadow 4.14.2-1
shared-mime-info 2.4-1
slang 2.3.3-2
slurp 1.4.0-1
smartmontools 7.4-1
smbclient 4.19.2-1
snappy 1.1.10-1
sndio 1.9.0-1
sof-firmware 2023.09.1-1
solid5 5.112.0-1
sonnet5 5.112.0-1
sord 0.16.14-1
sound-theme-freedesktop 0.8-5
soundtouch 2.3.2-1
source-highlight 3.1.9-11
spandsp 0.0.6-5
spdlog-git 1.12.0.r48.gac55e604-1
speech-dispatcher 0.11.5-1
speex 1.2.1-1
speexdsp 1.2.1-1
spirv-tools 2022.4-1
spotify 1:1.2.22.982-3
sqlite 3.44.0-1
sratom 0.6.14-1
srt 1.5.3-1
sshfs 3.7.3-1
starship 1.16.0-1
startup-notification 0.12-8
stb r2152.beebb24-1
stress 1.0.6-1
sudo 1.9.15.p2-1
suitesparse 7.3.1-1
supergfxctl 5.1.2-1
svt-av1 1.7.0-1
svt-hevc 1.5.1-2
swappy 1.5.1-1
swaybg 1.2.0-1
swaylock-effects 1.6.4-2
swig 4.1.1-2
swww 0.8.1-0
syncthing 1.26.0-1
syndication5 5.112.0-1
syntax-highlighting5 5.112.0-1
systemd 254.6-1
systemd-libs 254.6-1
systemd-sysvcompat 254.6-1
taglib 1.13.1-1
talloc 2.4.1-1
tar 1.35-2
tcl 8.6.13-1
tdb 1.4.9-1
tevent 1:0.15.0-1
texinfo 7.1-1
thin-provisioning-tools 1.0.7-1
tk 8.6.13-2
tlp 1.6.1-1
totem-pl-parser 3.26.6-2
tpm2-tss 4.0.1-1
tracker3 3.6.0-1
tree-sitter 0.20.10-2
tslib 1.22-1
ttf-3270-nerd 3.0.2-1
ttf-agave-nerd 3.0.2-1
ttf-anonymouspro-nerd 3.0.2-1
ttf-arimo-nerd 3.0.2-1
ttf-bigblueterminal-nerd 3.0.2-1
ttf-bitstream-vera-mono-nerd 3.0.2-1
ttf-cascadia-code-nerd 3.0.2-1
ttf-cousine-nerd 3.0.2-1
ttf-daddytime-mono-nerd 3.0.2-1
ttf-dejavu-nerd 3.0.2-1
ttf-fantasque-nerd 3.0.2-1
ttf-fira-mono 2:3.206-4
ttf-firacode-nerd 3.0.2-1
ttf-go-nerd 3.0.2-1
ttf-hack-nerd 3.0.2-1
ttf-heavydata-nerd 3.0.2-1
ttf-iawriter-nerd 3.0.2-1
ttf-ibmplex-mono-nerd 3.0.2-1
ttf-inconsolata-go-nerd 3.0.2-1
ttf-inconsolata-lgc-nerd 3.0.2-1
ttf-inconsolata-nerd 3.0.2-1
ttf-iosevka-nerd 3.0.2-1
ttf-iosevkaterm-nerd 3.0.2-1
ttf-jetbrains-mono-nerd 3.0.2-1
ttf-lekton-nerd 3.0.2-1
ttf-liberation 2.1.5-1
ttf-liberation-mono-nerd 3.0.2-1
ttf-lilex-nerd 3.0.2-1
ttf-meslo-nerd 3.0.2-1
ttf-monofur-nerd 3.0.2-1
ttf-monoid-nerd 3.0.2-1
ttf-mononoki-nerd 3.0.2-1
ttf-mplus-nerd 3.0.2-1
ttf-nerd-fonts-symbols 3.0.2-2
ttf-nerd-fonts-symbols-common 3.0.2-2
ttf-nerd-fonts-symbols-mono 3.0.2-2
ttf-noto-nerd 3.0.2-1
ttf-profont-nerd 3.0.2-1
ttf-proggyclean-nerd 3.0.2-1
ttf-roboto-mono-nerd 3.0.2-1
ttf-sharetech-mono-nerd 3.0.2-1
ttf-sourcecodepro-nerd 3.0.2-1
ttf-space-mono-nerd 3.0.2-1
ttf-terminus-nerd 3.0.2-1
ttf-tinos-nerd 3.0.2-1
ttf-ubuntu-mono-nerd 3.0.2-1
ttf-ubuntu-nerd 3.0.2-1
ttf-victor-mono-nerd 3.0.2-1
turbostat 6.5-1
twolame 0.4.0-3
typescript 5.2.2-1
tzdata 2023c-2
udisks2 2.10.1-2
unibilium 2.1.1-1
unimatrix-git r71.65793c2-1
unzip 6.0-20
upower 1.90.2-1
usbmuxd 1.1.1-3
usbutils 017-1
util-linux 2.39.2-2
util-linux-libs 2.39.2-2
v4l-utils 1.24.1-2
vala 0.56.13-1
vencord-desktop-git r221.a232af0-1
ventoy-bin 1.0.96-1
vi 1:070224-6
vid.stab 1.1.1-1
vim 9.0.2070-1
vim-runtime 9.0.2070-1
vlc 3.0.20-2
vmaf 2.3.1-1
volume_key 0.3.12-8
vscodium 1.84.1.23311-1
vte-common 0.74.1-1
vte4 0.74.1-1
vtk 9.2.6-11
vulkan-extra-layers 1.3.250.0-1
vulkan-extra-tools 1.3.250.0-1
vulkan-headers 1:1.3.269-1
vulkan-icd-loader 1.3.269-1
vulkan-intel 1:23.2.1-2
vulkan-tools 1.3.269-1
vulkan-validation-layers 1.3.268.0-1
wavpack 5.6.0-1
waybar-git r3028.c4330a1e-1
waydroid 1.4.2-1
wayland-git 1.22.0.r24.gedb943d-1
wayland-protocols 1.32-1
wayshot 1.3.0-1
webkit2gtk 2.42.2-1
webkit2gtk-4.1 2.42.2-1
webkitgtk-6.0 2.42.2-1
webp-pixbuf-loader 0.2.5-1
webrtc-audio-processing 0.3.1-4
webrtc-audio-processing-1 1.3-2
websocketpp 0.8.2-1
wget 1.21.4-1
which 2.21-6
wildmidi 0.4.5-2
wine 8.20-1
winetricks 20230212-1
wireless_tools 30.pre9-3
wireplumber 0.4.15-1
wl-clipboard 1:2.2.1-1
wlogout 1.1.1-3
wmctrl 1.07-6
woff2 1.0.2-4
wofi 1.3-2
wpa_supplicant 2:2.10-8
wpebackend-fdo 1.14.2-1
x264 3:0.164.r3108.31e19f9-1
x265 3.5-3
xbitmaps 1.1.3-1
xcb-imdkit 1.0.5-1
xcb-proto 1.16.0-1
xcb-util 0.4.1-1
xcb-util-cursor 0.1.5-1
xcb-util-errors 1.0.1-1
xcb-util-image 0.4.1-2
xcb-util-keysyms 0.4.1-4
xcb-util-renderutil 0.3.10-1
xcb-util-wm 0.4.2-1
xcb-util-xrm 1.3-2
xcur2png 0.7.1-7
xdg-dbus-proxy 0.1.5-1
xdg-desktop-portal 1.18.0-2
xdg-desktop-portal-gtk 1.15.1-1
xdg-desktop-portal-hyprland-git 1:r321.d8daa2a-1
xdg-utils 1.1.3+45+g301a1a4-1
xdotool 3.20211022.1-1
xf86-input-libinput 1.4.0-1
xf86-input-wacom 1.2.0-1
xfce4-settings 4.18.3-1
xfconf 4.18.3-1
xkeyboard-config 2.40-1
xmlsec 1.2.37-1
xorg-fonts-encodings 1.0.7-1
xorg-server 21.1.9-1
xorg-server-common 21.1.9-1
xorg-server-xvfb 21.1.9-1
xorg-setxkbmap 1.3.4-1
xorg-xauth 1.1.2-1
xorg-xhost 1.0.9-1
xorg-xinput 1.6.4-1
xorg-xkbcomp 1.4.6-1
xorg-xmessage 1.0.6-1
xorg-xmodmap 1.0.11-1
xorg-xprop 1.2.6-1
xorg-xrandr 1.5.2-1
xorg-xrdb 1.2.2-1
xorg-xset 1.2.5-1
xorg-xwayland 23.2.2-1
xorgproto 2023.2-1
xterm 388-1
xvidcore 1.3.7-2
xxhash 0.8.2-1
xz 5.4.5-1
yajl 2.1.0-5
yarn 1.22.19-1
yay 12.1.3-1
yelp-tools 42.1-1
yelp-xsl 42.1-1
zbar 0.23.90-3
zenity 3.44.2-1
zeromq 4.3.5-2
zimg 3.0.5-1
zip 3.0-11
zita-convolver 4.0.3-3
zix 0.4.2-2
zlib 1:1.3-2
zstd 1.5.5-1
zvbi 0.2.42-1
zxing-cpp 2.1.0-1
zziplib 0.13.72-2
